,acc,loss,val_acc,val_loss
0,0.8362652232746955,0.42970931153941055,0.8671875,0.2784600118293038
1,0.9151513870094723,0.1990110754502965,0.8696598101265823,0.2864763741440411
2,0.9435016293386251,0.13422357799870246,0.8716290178127177,0.299755587320625
3,0.9569731055480379,0.10609430402860105,0.8807357594936709,0.3058296863131131
4,0.9705023487960547,0.0751105922989781,0.8844661160314459,0.31218606474837984
5,0.9736129905277402,0.06679317291576481,0.8783623417721519,0.3662027230462696
6,0.9822463921452452,0.048744907227324594,0.8813812319633795,0.3440347693445958
7,0.9828949594046008,0.044067785073278395,0.8854825949367089,0.3631645980043502
8,0.9885522028041646,0.03048922039637478,0.8820778186884267,0.40379064415732313
9,0.9882653924221921,0.032184116271780035,0.8855814873417721,0.3961664696660223
