,acc,loss,val_acc,val_loss
0,0.8330302774018945,0.3635981563221618,0.8211036392405063,0.34748237391438663
1,0.8910478687415426,0.24000021549135808,0.8269382911392406,0.34373047212256663
2,0.9215582546769471,0.17807241957834125,0.8296347895312967,0.36517047279449777
3,0.9330387347767253,0.1596698452377029,0.8395965189873418,0.34820441430128074
4,0.9487917389673539,0.12433579072329107,0.8246591700666733,0.38676544198517415
5,0.9529347090663058,0.11612441493588953,0.8341574367088608,0.3711342213651802
6,0.9625460239384812,0.09507849778516661,0.8278435665240322,0.406486204115879
7,0.9656207713125846,0.08677687909181894,0.8229825949367089,0.41494361462095114
8,0.9729569596530692,0.07003484494311583,0.8403821275748831,0.39771304260807755
9,0.972302097428958,0.07279701275859377,0.8486946202531646,0.3786456268988078
