,acc,loss,val_acc,val_loss
0,0.899484100135318,0.3117557377459958,0.895371835443038,0.2628013225908898
1,0.9501437753721245,0.12076623622121363,0.8995253164556962,0.27120620693681363
2,0.9713276058928593,0.0696705519731154,0.8952134540750324,0.32729914504765917
3,0.9789622801082544,0.05473358389550974,0.9064477848101266,0.2774377392628525
4,0.9849549282509785,0.03981641031540935,0.9067568912329586,0.2916464946771846
5,0.9874619418132612,0.032968766918797826,0.9106012658227848,0.3174893452278987
6,0.9907105675078239,0.025025646814726393,0.9078515275151756,0.35361316304972973
7,0.9916906292286874,0.022733845711597974,0.9027887658227848,0.39281232117474835
8,0.9931651783824961,0.018836676017742485,0.9101403124689024,0.39011483498978633
9,0.9940586941813261,0.01612485159019636,0.9099090189873418,0.4456694410005702
