,acc,loss,val_acc,val_loss
0,0.8326285520974289,0.37967929383172716,0.6917523734177216,0.5808788781301885
1,0.8796515561569689,0.26129658017131085,0.6865110759493671,0.6342987740718866
2,0.9033602776148623,0.21482689011903658,0.7254453179420838,0.5706850046517896
3,0.9119164411366711,0.1957600022664896,0.7341772151898734,0.591176067349277
4,0.927588979628523,0.16898421533278077,0.7420638869539258,0.5980510416226892
5,0.9321084235453315,0.158301555033627,0.7487143987341772,0.5954727270180666
6,0.9390579372829829,0.14246062440173757,0.7594785550801074,0.5776337250779373
7,0.9450482070365359,0.13039879189332865,0.7682950949367089,0.5791610358636591
8,0.9499555630641319,0.11926576506269684,0.7645536869340233,0.583304791845909
9,0.9534210081190798,0.11307193848514911,0.7885680379746836,0.5303030423348463
