,acc,loss,val_acc,val_loss
0,0.8625253721244925,0.30741696702933924,0.7333860759493671,0.5034336962654621
1,0.9143902232746955,0.1939845431964033,0.728935917721519,0.5954719927114777
2,0.9357569088856745,0.15276259541009554,0.729127276345905,0.6570837557898216
3,0.9444773342354533,0.13137920240648546,0.6603045886075949,0.9662149537213242
4,0.9560286089001641,0.10863489173978619,0.7012638073440143,0.8510272021150812
5,0.9598274695534507,0.10083910081843078,0.7321993670886076,0.7893166660885268
6,0.9661432984891447,0.0841273223752106,0.6862374365608518,1.0596839870216954
7,0.9693208728010826,0.07921399794650014,0.6810719936708861,1.2012007598635517
8,0.9748190782361662,0.06538025231661368,0.6816598666533984,1.228773214118482
9,0.9751353179972937,0.06394890223784783,0.6777096518987342,1.4063063856167128
