,acc,loss,val_acc,val_loss
0,0.8296050405953992,0.8766207314614353,0.9305775316455697,0.17516528315181973
1,0.8924644790257105,0.36414785753728895,0.9481803797468354,0.12012135139607553
2,0.9203944305751239,0.22224532377888132,0.9615882177331078,0.09430281249684877
3,0.9342439106901218,0.16952804427125134,0.9668710443037974,0.0776767722048054
4,0.9504845740428967,0.12218478160524718,0.9736292168374963,0.06462181986997538
5,0.95843200270636,0.10406335292091651,0.9781447784810127,0.05486655662637911
6,0.968703711525768,0.0784474477913519,0.9820877699273559,0.0480454366460275
7,0.9719003721244925,0.06905139401159344,0.9833860759493671,0.04134532926556996
8,0.9799822252317067,0.050611904646344116,0.9868643646133943,0.03354377188555861
9,0.9816474966170501,0.046232580556061637,0.9882318037974683,0.03107445828669669
